trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
23,False,"{'a': 0.5, 'e': 0.62758419149878186}",20,0,-70.45097718287039,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.61495851858864337}",20,0,-57.90157358770715,"{0: 13, 1: 4, 2: 0, 3: 3, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.6025828507525206}",35,8,-33.56437465735986,"{0: 21, 1: 4, 2: 1, 3: 0, 4: 1}",1
26,False,"{'a': 0.5, 'e': 0.59045223755826792}",20,0,-17.964201852945333,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.57856182659886402}",25,6,-17.17348471740788,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.56690686155138426}",30,8,-31.419544085737837,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
29,False,"{'a': 0.5, 'e': 0.55548268027440795}",30,7,-105.28217110799308,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 1}",1
30,False,"{'a': 0.5, 'e': 0.54428471294309988}",25,0,-114.60885901749808,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.53330848022121935}",20,0,-103.36544803919762,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.52254959146932589}",20,0,-60.60873933277726,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.51200374298846496}",30,12,-91.99852064464989,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
34,False,"{'a': 0.5, 'e': 0.50166671629863102}",30,0,-12.328201531190373,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.49153437645131925}",25,0,-54.11902816875217,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.48160267037549104}",30,0,-97.57897422301703,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.47186762525629161}",25,8,-13.374660651279612,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
38,False,"{'a': 0.5, 'e': 0.46232534694587091}",20,12,3.2933395185366487,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.45297201840567275}",25,6,33.42748501626872,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.44380389817956828}",35,12,-10.100410865809373,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.43481731889722386}",20,0,13.70591890676748,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.42600868580710388}",20,7,-34.83032359815594,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.41737447533852229}",20,4,-4.819748015614724,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.40891123369216731}",30,14,16.690410027825777,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.40061557545853566}",25,18,12.832319930851382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.39248418226372367}",20,0,-2.4918600025762196,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.3845138014420334}",30,21,4.815227406400142,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
48,False,"{'a': 0.5, 'e': 0.37670124473486299}",30,0,-96.1079663838546,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.36904338701536077}",20,2,-32.06967819104007,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
50,False,"{'a': 0.5, 'e': 0.36153716503833278}",20,14,1.5392106810495991,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.35417957621490392}",30,0,-9.665969495075565,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.34696767741144235}",35,10,-64.03270330069282,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",1
53,False,"{'a': 0.5, 'e': 0.33989858377226673}",20,0,-3.6424805186444407,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.33296946756566559}",20,13,14.74380751610386,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.3261775570527668}",20,0,-49.83472302844918,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.31952013537880519}",25,8,-13.492044286433872,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
57,False,"{'a': 0.5, 'e': 0.31299453948634443}",25,14,7.701075477092825,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.30659815905001836}",25,0,-2.2083144842177154,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.30032843543236626}",35,17,17.28245710781787,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.29418286066034366}",20,8,21.183844270406148,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.28815897642209964}",20,2,-12.216041717348585,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.28225437308361934}",20,9,17.067361749395992,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.27646668872483832}",35,0,8.304847240363117,"{0: 30, 1: 3, 2: 2, 3: 0, 4: 0}",0
64,False,"{'a': 0.5, 'e': 0.27079360819484288}",25,19,0.03899392195129403,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.26523286218577902}",20,7,9.430637906686345,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.25978222632509879}",25,7,22.761589380636554,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.25443952028578176}",20,9,3.9962829090437624,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.24920260691417523}",30,0,34.75789021784736,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.24406939137510411}",20,2,7.760257547117272,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.23903782031390899}",30,0,-31.794342170774613,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",1
71,False,"{'a': 0.5, 'e': 0.23410588103507687}",25,16,14.640716615566093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.22927160069713615}",25,15,20.48599388643514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.22453304552349371}",25,7,-16.30998524376745,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
74,False,"{'a': 0.5, 'e': 0.21988832002889852}",25,10,20.730442981552166,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.21533556626122227}",25,12,-21.03870005494987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
